,Dialogue_Id,Speaker,Emotion_name,Utterance,Annotate(0/1)
15255,1774,Chandler,neutral,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",0.0
15256,1774,Joey,neutral,"Yeah, Big Brother.",0.0
15257,1774,Monica,neutral,Well that's a little crazy. Although I am y'know glad to hear that you're branching out on what you look at on the Internet.,0.0
15258,1774,Chandler,neutral,"Yeah, well Y'know, it just got me thinking though, why would anybody ever want to get married huh?",1.0
15259,1774,Monica,anger,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,0.0
15260,1774,Chandler,neutral,Eh,1.0
15261,1774,Monica,sadness,Okay well that's good to know.,0.0
15262,1775,Chandler,neutral,"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn't want to get married?",0.0
15263,1775,Joey,surprise,"Yeah! And also, a little like a French guy.  I never noticed that before.",0.0
15264,1775,Monica,joy,Hi guys!,0.0
15265,1775,Joey,neutral,Hey!,0.0
15266,1775,Monica,neutral,What are you up too?,0.0
15267,1775,Chandler,neutral,"Oh, just hanging out, talkin' about uh, websites.",0.0
15268,1775,Chandler,neutral,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",0.0
15269,1775,Joey,neutral,"Yeah, Big Brother.",0.0
15270,1775,Monica,neutral,Well that's a little crazy. Although I am y'know glad to hear that you're branching out on what you look at on the Internet.,0.0
15271,1775,Chandler,neutral,"Yeah, well Y'know, it just got me thinking though, why would anybody ever want to get married huh?",0.0
15272,1775,Monica,anger,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,0.0
15273,1775,Chandler,neutral,Eh,0.0
15274,1775,Monica,sadness,Okay well that's good to know.,0.0
15275,1775,Joey,joy,The Mr. Bowmont's here!!!,1.0
15276,1776,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15277,1776,Dana,neutral,Y'know who I ran into from school? Howie.,1.0
15278,1776,Chandler,neutral,My friend's name is Joey.,0.0
15279,1777,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15280,1777,Dana,neutral,Y'know who I ran into from school? Howie.,0.0
15281,1777,Chandler,neutral,My friend's name is Joey.,0.0
15282,1777,Dana,neutral,Apparently Howie's editing now.,1.0
15283,1777,Dana,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",0.0
15284,1778,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15285,1778,Dana,neutral,Y'know who I ran into from school? Howie.,0.0
15286,1778,Chandler,neutral,My friend's name is Joey.,0.0
15287,1778,Dana,neutral,Apparently Howie's editing now.,0.0
15288,1778,Dana,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",1.0
15289,1778,Dana,surprise,Can you believe that?!,0.0
15290,1779,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15291,1779,Dana,neutral,Y'know who I ran into from school? Howie.,0.0
15292,1779,Chandler,neutral,My friend's name is Joey.,0.0
15293,1779,Dana,neutral,Apparently Howie's editing now.,0.0
15294,1779,Dana,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",0.0
15295,1779,Dana,surprise,Can you believe that?!,1.0
15296,1779,Dana,surprise,Y'know I-I-I haven't spoken to him in like ten years and he asks me for a favor!,1.0
15297,1779,Chandler,disgust,"Yeah, I've always hated that Howie.",0.0
15298,1780,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15299,1780,Dana,neutral,Y'know who I ran into from school? Howie.,0.0
15300,1780,Chandler,neutral,My friend's name is Joey.,0.0
15301,1780,Dana,neutral,Apparently Howie's editing now.,0.0
15302,1780,Dana,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",0.0
15303,1780,Dana,surprise,Can you believe that?!,0.0
15304,1780,Dana,surprise,Y'know I-I-I haven't spoken to him in like ten years and he asks me for a favor!,0.0
15305,1780,Chandler,disgust,"Yeah, I've always hated that Howie.",0.0
15306,1780,Dana,disgust,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",1.0
15307,1781,Chandler,joy,"Oh that's great, my friend Joey's in the movie business.",0.0
15308,1781,Dana,neutral,Y'know who I ran into from school? Howie.,0.0
15309,1781,Chandler,neutral,My friend's name is Joey.,0.0
15310,1781,Dana,neutral,Apparently Howie's editing now.,0.0
15311,1781,Dana,anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",0.0
15312,1781,Dana,surprise,Can you believe that?!,0.0
15313,1781,Dana,surprise,Y'know I-I-I haven't spoken to him in like ten years and he asks me for a favor!,0.0
15314,1781,Chandler,disgust,"Yeah, I've always hated that Howie.",0.0
15315,1781,Dana,disgust,"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",0.0
15316,1781,Chandler,disgust,The nerve huh?,0.0
15317,1781,Dana,disgust,Yeah!,1.0
15318,1781,Chandler,neutral,Refill?,1.0
15319,1782,Ross,joy,Hey! How you doing?,0.0
15320,1782,Tag,joy,"Good! Good, long time no see.",0.0
15321,1782,Tag,neutral,Like your sweater.,1.0
15322,1783,Ross,joy,Hey! How you doing?,0.0
15323,1783,Tag,joy,"Good! Good, long time no see.",1.0
15324,1783,Tag,neutral,Like your sweater.,1.0
15325,1783,Ross,neutral,"Oh hey, right back at ya.",0.0
15326,1784,Ross,joy,Hey! How you doing?,0.0
15327,1784,Tag,joy,"Good! Good, long time no see.",0.0
15328,1784,Tag,neutral,Like your sweater.,0.0
15329,1784,Ross,neutral,"Oh hey, right back at ya.",0.0
15330,1784,Tag,surprise,"Oh, it's crazy about Rachel huh?",1.0
15331,1785,Ross,joy,Hey! How you doing?,0.0
15332,1785,Tag,joy,"Good! Good, long time no see.",0.0
15333,1785,Tag,neutral,Like your sweater.,0.0
15334,1785,Ross,neutral,"Oh hey, right back at ya.",0.0
15335,1785,Tag,surprise,"Oh, it's crazy about Rachel huh?",1.0
15336,1785,Ross,surprise,"Yeah. SheWell, she's one crazy lady?",0.0
15337,1786,Ross,joy,Hey! How you doing?,0.0
15338,1786,Tag,joy,"Good! Good, long time no see.",0.0
15339,1786,Tag,neutral,Like your sweater.,0.0
15340,1786,Ross,neutral,"Oh hey, right back at ya.",0.0
15341,1786,Tag,surprise,"Oh, it's crazy about Rachel huh?",0.0
15342,1786,Ross,surprise,"Yeah. SheWell, she's one crazy lady?",0.0
15343,1786,Tag,neutral,So whose is it?,1.0
15344,1787,Ross,joy,Hey! How you doing?,0.0
15345,1787,Tag,joy,"Good! Good, long time no see.",0.0
15346,1787,Tag,neutral,Like your sweater.,0.0
15347,1787,Ross,neutral,"Oh hey, right back at ya.",0.0
15348,1787,Tag,surprise,"Oh, it's crazy about Rachel huh?",0.0
15349,1787,Ross,surprise,"Yeah. SheWell, she's one crazy lady?",0.0
15350,1787,Tag,neutral,So whose is it?,1.0
15351,1787,Ross,neutral,"Umm, I don't some Italian guy. Come on, read your own label. See you later.",0.0
15352,1788,Ross,joy,Hey! How you doing?,0.0
15353,1788,Tag,joy,"Good! Good, long time no see.",0.0
15354,1788,Tag,neutral,Like your sweater.,0.0
15355,1788,Ross,neutral,"Oh hey, right back at ya.",0.0
15356,1788,Tag,surprise,"Oh, it's crazy about Rachel huh?",0.0
15357,1788,Ross,surprise,"Yeah. SheWell, she's one crazy lady?",0.0
15358,1788,Tag,neutral,So whose is it?,0.0
15359,1788,Ross,neutral,"Umm, I don't some Italian guy. Come on, read your own label. See you later.",0.0
15360,1788,Tag,neutral,Okay.,1.0
15361,1788,Ross,anger,He is so weird.,1.0
15362,1789,Monica,surprise,You wanna fool around with Joey?,1.0
15363,1789,Rachel,joy,Yeah!,0.0
15364,1789,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15365,1789,Rachel,surprise,"And what's the big deal, people do it all the time!",1.0
15366,1790,Monica,surprise,You wanna fool around with Joey?,0.0
15367,1790,Rachel,joy,Yeah!,0.0
15368,1790,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15369,1790,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15370,1790,Monica,surprise,Who? Who do you know that are friends that just fool around?,1.0
15371,1790,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15372,1791,Monica,surprise,You wanna fool around with Joey?,0.0
15373,1791,Rachel,joy,Yeah!,0.0
15374,1791,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15375,1791,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15376,1791,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15377,1791,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",1.0
15378,1791,Monica,neutral,"Who, who are they?",0.0
15379,1792,Monica,surprise,You wanna fool around with Joey?,0.0
15380,1792,Rachel,joy,Yeah!,0.0
15381,1792,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15382,1792,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15383,1792,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15384,1792,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15385,1792,Monica,neutral,"Who, who are they?",0.0
15386,1792,Rachel,neutral,I know them from work.,1.0
15387,1792,Monica,surprise,Both of them?,0.0
15388,1793,Monica,surprise,You wanna fool around with Joey?,0.0
15389,1793,Rachel,joy,Yeah!,0.0
15390,1793,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15391,1793,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15392,1793,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15393,1793,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15394,1793,Monica,neutral,"Who, who are they?",0.0
15395,1793,Rachel,neutral,I know them from work.,0.0
15396,1793,Monica,surprise,Both of them?,0.0
15397,1793,Rachel,neutral,"No, one of them...",1.0
15398,1793,Monica,neutral,Which one?,0.0
15399,1794,Monica,surprise,You wanna fool around with Joey?,0.0
15400,1794,Rachel,joy,Yeah!,0.0
15401,1794,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15402,1794,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15403,1794,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15404,1794,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15405,1794,Monica,neutral,"Who, who are they?",0.0
15406,1794,Rachel,neutral,I know them from work.,0.0
15407,1794,Monica,surprise,Both of them?,0.0
15408,1794,Rachel,neutral,"No, one of them...",0.0
15409,1794,Monica,neutral,Which one?,0.0
15410,1794,Rachel,neutral,"I don't know, what were the names I just said?",1.0
15411,1794,Monica,anger,"Rachel, things can get incredibly complicated.",0.0
15412,1795,Monica,surprise,You wanna fool around with Joey?,0.0
15413,1795,Rachel,joy,Yeah!,0.0
15414,1795,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15415,1795,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15416,1795,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15417,1795,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15418,1795,Monica,neutral,"Who, who are they?",0.0
15419,1795,Rachel,neutral,I know them from work.,0.0
15420,1795,Monica,surprise,Both of them?,0.0
15421,1795,Rachel,neutral,"No, one of them...",0.0
15422,1795,Monica,neutral,Which one?,0.0
15423,1795,Rachel,neutral,"I don't know, what were the names I just said?",0.0
15424,1795,Monica,anger,"Rachel, things can get incredibly complicated.",1.0
15425,1795,Rachel,sadness,"All right, all right, you're right",0.0
15426,1796,Monica,surprise,You wanna fool around with Joey?,0.0
15427,1796,Rachel,joy,Yeah!,0.0
15428,1796,Rachel,joy,"You know, ever since I had that dream about him, and can't    get it out of my head!",0.0
15429,1796,Rachel,surprise,"And what's the big deal, people do it all the time!",0.0
15430,1796,Monica,surprise,Who? Who do you know that are friends that just fool around?,0.0
15431,1796,Rachel,neutral,"Ok, off the top of my head... Don and Janet.",0.0
15432,1796,Monica,neutral,"Who, who are they?",0.0
15433,1796,Rachel,neutral,I know them from work.,0.0
15434,1796,Monica,surprise,Both of them?,0.0
15435,1796,Rachel,neutral,"No, one of them...",0.0
15436,1796,Monica,neutral,Which one?,0.0
15437,1796,Rachel,neutral,"I don't know, what were the names I just said?",0.0
15438,1796,Monica,anger,"Rachel, things can get incredibly complicated.",0.0
15439,1796,Rachel,sadness,"All right, all right, you're right",1.0
15440,1796,Monica,surprise,What the hell are you cooking!,1.0
15441,1797,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15442,1797,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15443,1797,The Fireman,anger,We found your fire alarm in the trash chute.,1.0
15444,1797,Phoebe,neutral,That's not mine.,0.0
15445,1798,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15446,1798,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15447,1798,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15448,1798,Phoebe,neutral,That's not mine.,1.0
15449,1798,The Fireman,neutral,Yes it is.,0.0
15450,1799,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15451,1799,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15452,1799,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15453,1799,Phoebe,neutral,That's not mine.,0.0
15454,1799,The Fireman,neutral,Yes it is.,1.0
15455,1799,Phoebe,fear,How do you know?,0.0
15456,1800,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15457,1800,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15458,1800,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15459,1800,Phoebe,neutral,That's not mine.,0.0
15460,1800,The Fireman,neutral,Yes it is.,0.0
15461,1800,Phoebe,fear,How do you know?,1.0
15462,1800,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15463,1801,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15464,1801,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15465,1801,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15466,1801,Phoebe,neutral,That's not mine.,0.0
15467,1801,The Fireman,neutral,Yes it is.,0.0
15468,1801,Phoebe,fear,How do you know?,0.0
15469,1801,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",1.0
15470,1801,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15471,1802,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15472,1802,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15473,1802,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15474,1802,Phoebe,neutral,That's not mine.,0.0
15475,1802,The Fireman,neutral,Yes it is.,0.0
15476,1802,Phoebe,fear,How do you know?,0.0
15477,1802,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15478,1802,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15479,1802,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",1.0
15480,1803,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15481,1803,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15482,1803,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15483,1803,Phoebe,neutral,That's not mine.,0.0
15484,1803,The Fireman,neutral,Yes it is.,0.0
15485,1803,Phoebe,fear,How do you know?,0.0
15486,1803,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15487,1803,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15488,1803,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",0.0
15489,1803,Phoebe,anger,Fine!  But please God.. tell me how to stop them from going off!,0.0
15490,1803,The Fireman,neutral,There's a reset button under the plastic cover.,1.0
15491,1803,Phoebe,surprise,There's a reset button?!,0.0
15492,1804,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15493,1804,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15494,1804,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15495,1804,Phoebe,neutral,That's not mine.,0.0
15496,1804,The Fireman,neutral,Yes it is.,0.0
15497,1804,Phoebe,fear,How do you know?,0.0
15498,1804,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15499,1804,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15500,1804,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",0.0
15501,1804,Phoebe,anger,Fine!  But please God.. tell me how to stop them from going off!,0.0
15502,1804,The Fireman,neutral,There's a reset button under the plastic cover.,0.0
15503,1804,Phoebe,surprise,There's a reset button?!,0.0
15504,1804,Phoebe,surprise,My God!,0.0
15505,1804,Phoebe,surprise,Why didn't I see that!,0.0
15506,1804,Phoebe,neutral,"Reset button, reset button, where is there a reset button?",1.0
15507,1805,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15508,1805,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15509,1805,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15510,1805,Phoebe,neutral,That's not mine.,0.0
15511,1805,The Fireman,neutral,Yes it is.,0.0
15512,1805,Phoebe,fear,How do you know?,0.0
15513,1805,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15514,1805,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15515,1805,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",0.0
15516,1805,Phoebe,anger,Fine!  But please God.. tell me how to stop them from going off!,0.0
15517,1805,The Fireman,neutral,There's a reset button under the plastic cover.,0.0
15518,1805,Phoebe,surprise,There's a reset button?!,0.0
15519,1805,Phoebe,surprise,My God!,0.0
15520,1805,Phoebe,surprise,Why didn't I see that!,0.0
15521,1805,Phoebe,neutral,"Reset button, reset button, where is there a reset button?",0.0
15522,1805,Phoebe,joy,Oh here it is!,1.0
15523,1806,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15524,1806,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15525,1806,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15526,1806,Phoebe,neutral,That's not mine.,0.0
15527,1806,The Fireman,neutral,Yes it is.,0.0
15528,1806,Phoebe,fear,How do you know?,0.0
15529,1806,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15530,1806,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15531,1806,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",0.0
15532,1806,Phoebe,anger,Fine!  But please God.. tell me how to stop them from going off!,0.0
15533,1806,The Fireman,neutral,There's a reset button under the plastic cover.,0.0
15534,1806,Phoebe,surprise,There's a reset button?!,0.0
15535,1806,Phoebe,surprise,My God!,0.0
15536,1806,Phoebe,surprise,Why didn't I see that!,0.0
15537,1806,Phoebe,neutral,"Reset button, reset button, where is there a reset button?",0.0
15538,1806,Phoebe,joy,Oh here it is!,0.0
15539,1806,Phoebe,surprise,Oh!,1.0
15540,1807,Phoebe,surprise,Oh my God! How did you get back here?!,0.0
15541,1807,Phoebe,surprise,"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",0.0
15542,1807,The Fireman,anger,We found your fire alarm in the trash chute.,0.0
15543,1807,Phoebe,neutral,That's not mine.,0.0
15544,1807,The Fireman,neutral,Yes it is.,0.0
15545,1807,Phoebe,fear,How do you know?,0.0
15546,1807,The Fireman,disgust,"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",0.0
15547,1807,Phoebe,anger,"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",0.0
15548,1807,The Fireman,neutral,"Please reattach this, it's against the law to disconnect them.",0.0
15549,1807,Phoebe,anger,Fine!  But please God.. tell me how to stop them from going off!,0.0
15550,1807,The Fireman,neutral,There's a reset button under the plastic cover.,0.0
15551,1807,Phoebe,surprise,There's a reset button?!,0.0
15552,1807,Phoebe,surprise,My God!,0.0
15553,1807,Phoebe,surprise,Why didn't I see that!,0.0
15554,1807,Phoebe,neutral,"Reset button, reset button, where is there a reset button?",0.0
15555,1807,Phoebe,joy,Oh here it is!,0.0
15556,1807,Phoebe,surprise,Oh!,0.0
15557,1807,Phoebe,joy,"Ohh, God!",0.0
15558,1808,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15559,1808,Chandler,anger,"Ring dammit, ring!",0.0
15560,1808,Ross,neutral,Thanks.,0.0
15561,1808,Joey,surprise,"Hey, you know our phone's not working?",1.0
15562,1808,Chandler,surprise,What?!,0.0
15563,1809,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15564,1809,Chandler,anger,"Ring dammit, ring!",0.0
15565,1809,Ross,neutral,Thanks.,0.0
15566,1809,Joey,surprise,"Hey, you know our phone's not working?",0.0
15567,1809,Chandler,surprise,What?!,1.0
15568,1809,Joey,neutral,"I tried to call you from the coffee shop, and there was no answer.",0.0
15569,1810,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15570,1810,Chandler,anger,"Ring dammit, ring!",0.0
15571,1810,Ross,neutral,Thanks.,0.0
15572,1810,Joey,surprise,"Hey, you know our phone's not working?",0.0
15573,1810,Chandler,surprise,What?!,0.0
15574,1810,Joey,neutral,"I tried to call you from the coffee shop, and there was no answer.",1.0
15575,1810,Chandler,anger,"I turned it off. Mother of God, I turned it off!",0.0
15576,1811,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15577,1811,Chandler,anger,"Ring dammit, ring!",0.0
15578,1811,Ross,neutral,Thanks.,0.0
15579,1811,Joey,surprise,"Hey, you know our phone's not working?",0.0
15580,1811,Chandler,surprise,What?!,0.0
15581,1811,Joey,neutral,"I tried to call you from the coffee shop, and there was no answer.",0.0
15582,1811,Chandler,anger,"I turned it off. Mother of God, I turned it off!",0.0
15583,1811,Monica,neutral,Just like you told her you did!  ... Just pointing out the irony.,0.0
15584,1811,Joey,anger,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",1.0
15585,1812,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15586,1812,Chandler,anger,"Ring dammit, ring!",0.0
15587,1812,Ross,neutral,Thanks.,0.0
15588,1812,Joey,surprise,"Hey, you know our phone's not working?",0.0
15589,1812,Chandler,surprise,What?!,0.0
15590,1812,Joey,neutral,"I tried to call you from the coffee shop, and there was no answer.",0.0
15591,1812,Chandler,anger,"I turned it off. Mother of God, I turned it off!",0.0
15592,1812,Monica,neutral,Just like you told her you did!  ... Just pointing out the irony.,0.0
15593,1812,Joey,anger,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",0.0
15594,1812,Joey,anger,Nngghhh!!!!!!!,0.0
15595,1812,Joey,neutral,"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",1.0
15596,1813,Ross,neutral,"Four letters: ""Circle or hoop"".",0.0
15597,1813,Chandler,anger,"Ring dammit, ring!",0.0
15598,1813,Ross,neutral,Thanks.,0.0
15599,1813,Joey,surprise,"Hey, you know our phone's not working?",0.0
15600,1813,Chandler,surprise,What?!,0.0
15601,1813,Joey,neutral,"I tried to call you from the coffee shop, and there was no answer.",0.0
15602,1813,Chandler,anger,"I turned it off. Mother of God, I turned it off!",0.0
15603,1813,Monica,neutral,Just like you told her you did!  ... Just pointing out the irony.,0.0
15604,1813,Joey,anger,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?",0.0
15605,1813,Joey,anger,Nngghhh!!!!!!!,0.0
15606,1813,Joey,neutral,"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",0.0
15607,1813,Ross,neutral,"""Heating device.""",0.0
15608,1813,Phoebe,neutral,Radiator.,0.0
15609,1813,Ross,neutral,Five letters.,0.0
15610,1813,Phoebe,neutral,Rdtor.,0.0
15611,1813,Joey,surprise,"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",1.0
15612,1814,Chandler,neutral,Hey.,0.0
15613,1814,Joey,neutral,Hey! Any good mail?,0.0
15614,1814,Chandler,neutral,"Yes, you got something from the Screen Actor's Guild.",0.0
15615,1814,Joey,neutral,"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",0.0
15616,1814,Chandler,neutral,"""Benefits lapsed.""",0.0
15617,1814,Joey,neutral,Hmm that's weird. I don't remember being in a move called benefits lapsed.,0.0
15618,1814,Chandler,neutral,"Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.",1.0
15619,1814,Joey,surprise,Let me see that!,0.0
15620,1815,Chandler,neutral,Hey.,0.0
15621,1815,Joey,neutral,Hey! Any good mail?,0.0
15622,1815,Chandler,neutral,"Yes, you got something from the Screen Actor's Guild.",0.0
15623,1815,Joey,neutral,"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",0.0
15624,1815,Chandler,neutral,"""Benefits lapsed.""",0.0
15625,1815,Joey,neutral,Hmm that's weird. I don't remember being in a move called benefits lapsed.,0.0
15626,1815,Chandler,neutral,"Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.",1.0
15627,1815,Joey,surprise,Let me see that!,0.0
15628,1815,Chandler,neutral,All right.,0.0
15629,1815,Joey,surprise,"Oh, I can't believe this!",1.0
15630,1815,Joey,anger,This sucks!,0.0
15631,1816,Chandler,neutral,Hey.,0.0
15632,1816,Joey,neutral,Hey! Any good mail?,0.0
15633,1816,Chandler,neutral,"Yes, you got something from the Screen Actor's Guild.",0.0
15634,1816,Joey,neutral,"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",0.0
15635,1816,Chandler,neutral,"""Benefits lapsed.""",0.0
15636,1816,Joey,neutral,Hmm that's weird. I don't remember being in a move called benefits lapsed.,0.0
15637,1816,Chandler,neutral,"Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.",1.0
15638,1816,Joey,surprise,Let me see that!,0.0
15639,1816,Chandler,neutral,All right.,0.0
15640,1816,Joey,surprise,"Oh, I can't believe this!",0.0
15641,1816,Joey,anger,This sucks!,0.0
15642,1816,Joey,fear,"When I had insurance I could get hit by a bus or catch on fire, y'know?",1.0
15643,1817,Chandler,neutral,Hey.,0.0
15644,1817,Joey,neutral,Hey! Any good mail?,0.0
15645,1817,Chandler,neutral,"Yes, you got something from the Screen Actor's Guild.",0.0
15646,1817,Joey,neutral,"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",0.0
15647,1817,Chandler,neutral,"""Benefits lapsed.""",0.0
15648,1817,Joey,neutral,Hmm that's weird. I don't remember being in a move called benefits lapsed.,0.0
15649,1817,Chandler,neutral,"Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.",1.0
15650,1817,Joey,surprise,Let me see that!,0.0
